song|artist|album|genre|filePath
Cavatina|Deer Hunter, The|Classic Soundtracks|Soundtrack|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI4L23R/Classic Soundtracks/Classic Soundtracks - Cavatina.mp3
Payin' the Cost to Be the Boss|Bb King|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Blues, The/BB King - Payin' The Cost To Be The Boss - The Blues 1.mp3
Payin' the Cost to Be the Boss|Bb King|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Blues, The/BB King - Payin' The Cost To Be The Boss - The Blues.mp3
The Thrill is Gone|Bb King|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Blues, The/BB King - The Thrill Is Gone - The Blues 1.mp3
The Thrill is Gone|Bb King|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Blues, The/BB King - The Thrill Is Gone - The Blues.mp3
How Blue Can You Get?|Bb King|Boom Boom|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Boom Boom/Boom Boom - How Blue Can You Get- 1.mp3
Please Love Me|Bb King|Boom Boom|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Boom Boom/Boom Boom - Please Love Me.mp3
Everyday (I Have The Blues)|Bb King|Dust My Broom|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Dust My Broom/Dust My Broom - BB King - 02 - Everyday (I Have The Blues).mp3
Catfish Blues|Bb King|Dust My Broom|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Dust My Broom/Dust My Broom - BB King - 10 - Catfish Blues.mp3
Monday Woman|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 05 - Monday Woman 1.mp3
Actions Speak Louder Than Word|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 09 - Actions Speak Louder Than Words.mp3
I Got To Leave This Woman|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 01 - I Got To Leave This Woman 1.mp3
I Got To Leave This Woman|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 01 - I Got To Leave This Woman.mp3
Since I Fell For You|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 02 - Since I Fell For You 1.mp3
Since I Fell For You|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 02 - Since I Fell For You.mp3
I Know|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 03 - I Know 1.mp3
I Know|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 03 - I Know.mp3
Peace Of Mind|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 04 - Peace Of Mind 1.mp3
Peace Of Mind|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 04 - Peace Of Mind.mp3
Monday Woman|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 05 - Monday Woman.mp3
Ain't Nobody Like My Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 06 - Ain't Nobody Like My Baby 1.mp3
Ain't Nobody Like My Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 06 - Ain't Nobody Like My Baby.mp3
Makin' Love Is Good For You|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 07 - Makin' Love Is Good For You 1.mp3
Makin' Love Is Good For You|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 07 - Makin' Love Is Good For You.mp3
Don't Go No Farther|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 08 - Don't Go No Farther 1.mp3
Don't Go No Farther|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 08 - Don't Go No Farther.mp3
Actions Speak Louder Than Word|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 09 - Actions Speak Louder Than Words 1.mp3
What You Bet|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 10 - What You Bet 1.mp3
What You Bet|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 10 - What You Bet.mp3
You're On Top|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 11 - You're On Top 1.mp3
You're On Top|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 11 - You're On Top.mp3
Too Good To You Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 12 - Too Good To You Baby 1.mp3
Too Good To You Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 12 - Too Good To You Baby.mp3
I'm In The Wrong Business|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 13 - I'm In The Wrong Business 1.mp3
I'm In The Wrong Business|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 13 - I'm In The Wrong Business.mp3
She's My Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 14 - She's My Baby 1.mp3
She's My Baby|Bb King|Makin' Love Is Good For You|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Makin' Love Is Good For You/BB King - Makin' Love Is Good For You - 14 - She's My Baby.mp3
Confessin' The Blues|Bb King|Natural Blues|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Natural Blues/Natural Blues - BB King - 19 - Confessin' The Blues.mp3
The Thrill Is Gone|Bb King|Natural Blues II|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RI9Z0X3/Natural Blues II/Natural Blues II - BB King - 11 - The Thrill Is Gone.mp3
?Y Tu Que Has Hecho?|Compay Segundo|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RIXUTTH/Buena Vista Social Club/Buena Vista Social Club - -Y Tu Que Has Hecho-.mp3
Amor de Loca Juventud|Compay Segundo|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RIXUTTH/Buena Vista Social Club/Buena Vista Social Club - Amor de Loca Juventud 1.mp3
Orgullecida|Compay Segundo|Buena Vista Social Club|Latin|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RIXUTTH/Buena Vista Social Club/Buena Vista Social Club - Orgullecida.mp3
Malo Cantidad | (I'm Bad)|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 01 - Malo Cantidad _ (I'm Bad).mp3
Matilda, Matilda | (Ni Frio Ni|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 02 - Matilda, Matilda _ (Ni Frio Ni Calor) (Matilda, Matilda (Indifferent)).mp3
Tu Hombre Soy Yo | (I'm your m|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 03 - Tu Hombre Soy Yo _ (I'm Your Many).mp3
Acabando | (Kickin')|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 04 - Acabando _ (Kickin').mp3
Melon | (Melon)|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 05 - Melon _ (Melon).mp3
Envidia | (Jealousy )|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 06 - Envidia _ (Jealousy ).mp3
Y Si Llego a Besarte | (If I g|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 07 - Y Si Llego A Besarte _ (If I Get To Kiss You).mp3
A Mi Aire | (In my own way)|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 08 - A Mi Aire _ (In My Own Way).mp3
Vamos A Entretenernos | (Let's|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 09 - Vamos A Entretenernos _ (Let's Have Some Fun).mp3
Mi Lola | (My Lola)|Carlos Manuel Y Su Clan|Malo Cantidad|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RJ0ETBW/Malo Cantidad/Carlos Manuel Y Su Clan - Malo Cantidad - 10 - Mi Lola _ (My Lola).mp3
Raindrops Keep Falling On My H|B. J. Thomas|Forrest Gump (Ost)|Soundtrack|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R9TCY7V/Forrest Gump (Ost)/Forrest Gump (OST) - B. J. Thomas - 09 - Raindrops Keep Falling On My Head.mp3
N'Sangou|Antoine Moundanda|African Blues|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R9WGVDC/African Blues/African Blues - Antoine Moundanda_Likembe Geant - 11 - N'Sangou.mp3
A Change Is Gonna Come|Booker T. and the Mg's|Ali [Original Soundtrack]|Soundtrack|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R9YAG6E/Ali [Original Soundtrack]/Booker T. & The MG's - Ali OST - 04 - A Change Is Gonna Come 1.mp3
A Change Is Gonna Come|Booker T. and the Mg's|Ali [Original Soundtrack]|Soundtrack|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R9YAG6E/Ali [Original Soundtrack]/Booker T. & The MG's - Ali OST - 04 - A Change Is Gonna Come.mp3
Voodoo Ray|A Guy Called Gereald|Cream Live Paul Oakenfold and |Dance|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$R9ZXQCE/Cream Live Paul Oakenfold and Justin Rob/Cream Live Paul Oakenfold & Justin Robertson - A Guy Called Gereald - 15 - Voodoo Ray.mp3
Theme From A Fistful of Dollar|A Fistful of Dollars|Classic Soundtracks|Soundtrack|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RA4CIE6/Classic Soundtracks/Classic Soundtracks - Theme From A Fistful Of Dollars.mp3
Dreadlock Holiday|10cc|Dancing On Sunshine|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RA9IV7T/Dancing On Sunshine/Dancing On Sunshine - 10cc - 11 - Dreadlock Holiday.mp3
Read My Lips|Alex Party|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAGMBHB/Friday Night Fever/Friday Night Fever - Read My Lips.mp3
Alex Party|Alex Party|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAGMBHB/House Collection Club Classics - Luv Dup/Alex Party - The House Collection Club Classics - Luv Dup - Alex Party - 04 1.mp3
Alex Party|Alex Party|House Collection Club Classics|Dance|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAGMBHB/House Collection Club Classics - Luv Dup/Alex Party - The House Collection Club Classics - Luv Dup - Alex Party - 04.mp3
Thats The Way I Like It|Clock|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAMYPU4/Friday Night Fever/Friday Night Fever - Thats The Way I Like It.mp3
Feel Like Makin' Love|Bad Company|Best Rock Album In the World..|Rock|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAOM0JS/Best Rock Album In the World...Ever! II/The Best Rock Album in The World...Ever! II (Disc 2) - 19 - Bad Company - Feel Like Makin' Love.mp3
Farther Along|Bad Livers|Dust On the Bible|Folk|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAQI3L4/Dust On the Bible/bad livers - farther along 1.mp3
Farther Along|Bad Livers|Dust On the Bible|Folk|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAQI3L4/Dust On the Bible/bad livers - farther along.mp3
Bamboogie|Bamboo|Friday Night Fever|Pop|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAT7CVN/Friday Night Fever/Friday Night Fever - Bamboogie.mp3
Minuet|Boccherini|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RAVPDYN/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 10) - 12 - Boccherini - Minuet.mp3
Atomic|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Atomic.mp3
Call Me|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Call Me.mp3
Denis|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Denis.mp3
Dreaming|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Dreaming.mp3
Hanging On The Telephone|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Hanging On The Telephone.mp3
Heart Of Glass|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Heart Of Glass.mp3
Island Of Lost Souls|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Island Of Lost Souls.mp3
One Way Or Another|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - One Way Or Another.mp3
Rapture|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - Rapture.mp3
The Tide Is High|Blondie|Best of Blondie, The|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Best of Blondie, The/Blondie - The Tide Is High.mp3
Call Me|Blondie|Top Gear (Disc 1)|Rock|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB029DY/Top Gear (Disc 1)/Top Gear (Disc 1) - 15 - Blondie - Call Me.mp3
Track  1|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  1.mp3
Track  2|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  2.mp3
Track  3|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  3.mp3
Track  4|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  4.mp3
Track  5|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  5.mp3
Track  6|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  6.mp3
Track  7|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  7.mp3
Track  8|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  8.mp3
Track  9|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track  9.mp3
Track 10|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track 10.mp3
Track 11|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track 11.mp3
Track 12|Caroline Soares|Musicas De Capoeira|Other|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB4NV2Z/Musicas De Capoeira/Musicas de Capoeira - Track 12.mp3
Hangman's Blues|Blind Lemon Jefferson|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB6ED84/Blues, The/Blind Lemon Jefferson - Hangman's Blues - The Blues.mp3
Low Down Mojo Blues|Blind Lemon Jefferson|Blues, The|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RB6ED84/Blues, The/Blind Lemon Jefferson - Low Down Mojo Blues - The Blues.mp3
Prefab Sprout|Cars and Girls|Top Gear 2 (Disc 2)|Rock|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RBASD72/Top Gear 2 (Disc 2)/Top Gear 2 (Disc 2) - 12 - Cars And Girls - Prefab Sprout.mp3
Cambodia|Bonny B.|2002 Roots and New|Blues|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RBBE7XJ/2002 Roots and New/2002 Roots & New - Cambodia - 10 - Cambodia.mp3
Moonlight Sonata: 1st Movement|Beethoven|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RBXP2UQ/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 4) - 11 - Beethoven - Moonlight Sonata 1st Movement.mp3
Symphony 5: 1st Movement|Beethoven|Absolute Classics - 500 Years |Classical|/mnt/PiNAS/music/malendragem/$RECYCLE.BIN/S-1-5-21-94197280-668744178-145704350-1262/$RBXP2UQ/Absolute Classics - 500 Years of Hits (V/Absolute Classics - 500 Years of Hits (Volume 5) - 01 - Beethoven - Symphony 5 1st Movement.mp3
